Title,Review,Rating
Double Dry Hopped All Citra Everything,"This one is just over 3 months old, so it’s kind of like showing up to the Super Bowl at half time, ya feel me? And when you get there, it’s pregnant Rhianna (not last year where The Weeknd brought the thunder). Yeah, it’s ok. But there’s also a perfume element that isn’t a cool equation like Walter White during a cook.The more I drink. The more it stink. Heavy bad perfume all over.",4.67
Truth - Vanilla Bean,Look - black thick syrup but really nice rimmingSmell - lots of barrel with a nice vanilla and chocolateTaste - chocolate vanilla and barrelFeel - thick creamy medium light carbOverall - JUST INCREDIBLE,4.67
Truth - Vanilla Bean,8/20/2022,4.34
Bad Boy,Pours a nice clear golden color with a nice head and lacingAroma has generous floral and hoppy hintsThe taste follows the nose with a very well balanced floral and hoppy flavorsA medium bodied well carbonated beerA great IPA,4.81
Bad Boy,"#82, hits on all levels",4.61
Bad Boy,"From a month-old pint can, pours a very clear deep orange-gold. Smell and taste are very herbal and piney, with a touch of citrus. Bracing bitterness, but not excessively so. A big, unapologetic West Coast IIPA. Fantastic beer.",4.19
Hold On To Sunshine,Super tasty very dark desert beer. Very thick and a bit overpowering so one will do it.,4.56
Hold On To Sunshine,"Can from Jeff, thanks for the hookup!Inky black with a huge frothy creamy light tan head that slowly recedes. Rich milk chocolate and creamed coffee with bits of licorice and dark fruits. Pretty nice!",4.25
Hold On To Sunshine,"Poured from 16oz can into pint glass in February 2023, that I purchased at their brewery in Charlton, MA. There is a date of Winter 2023 on the bottom of the can, and I drank this about 1 month after I purchased it.Appearance: Very dark black with 1-finger head. The head was dark brown, and disappeared after a minute. It left only a little lacing on the glass, and no head remained after a minute.Smell: Strong mix of aromas filled the room as soon as the can was opened. Roasted coffee, caramel, and chocolate aromas. Not much hop style citrus or pine aromas.Taste: There is taste of coffee, chocolate, and licorice. Also, some vanilla, peanut butter, and roasted malt flavors. They are more balanced than I expected from the aroma. Flavors are very bold. There is a strong alcohol presence that matches 7.6% advertised. A sweet chocolate, and vanilla aftertaste with edge of coffee, that is really enjoyable.Mouth-feel: Very thick, but with an extremely smooth and creamy body.This is a very good Porter, and one of the best Porters I have ever drank. It has a variety of flavors that adds a nice complexity to the beer. The balance of flavors is outstanding. The flavors of coffee and roasted malt nicely balance the bitter coffee with the sweet chocolate and caramel flavors. This is even better than the Tree House Cartharsis Porter, which is very good. This is very smooth and enjoyable to drink. I have enjoyed all the beers I've bought at Tree House, and I would buy this again.",4.5
Hold On To Sunshine,"Dark brown with a half finger of audibly fizzy dark khaki head that quickly settles into a lasting crown. No real lacing.Roast peanuts, peanut butter, roasted malt and quality breakfast blend coffee in the aroma.The taste spotlights peanut butter, very light chocolate and caramel and some roastiness from the complementary coffee.Creamy, full bodied feel with a mouth-coating oiliness and light zip to the carbonation.Peanut beers aren’t my thing, but this is a very nicely made one.",4.39
Hold On To Sunshine,"16 oz can, no date on the bottompours an opaque inky black color, thick tan colored head. big chocolate peanut butter aroma. similar taste, like a Reese's peanut butter cup. not really any coffee detected. fairly sweet, definitely a dessert beer. full bodied, slick mouthfeel",4.75
Hold On To Sunshine,"16 oz can poured into a pint glass. Pours black with a nice head. Nice peanut butter backbone running through this, to compliment the overrriding chocolate flavor. Reminds me of an imperfect peanut better cup. Very enjoyable stout.",4.81
Hold On To Sunshine,"6 months old. Can to tumbler.Look: Pours pitch black with a full but patchy dark brown head that dissipates quickly. A lot of very fine floaters visible.Smell: Peanut butter and milk chocolate combined with some roasty hints. Almonds and tobacco appear as the beer warms.Taste: Peanuts, chocolate and coffee. Slightly sweet, somehow roasty and minimally bitter.Feel: Creamy and oily with a clearly present carbonation. Quite smooth.Overall: No barrel-aging, no double digit ABV, but still a fantastic stout with a classic flavor combination. All flavors are incorporated very nicely resulting in a great balance and a smooth drinkability. There are plenty of chocolaty peanut butter stouts out there but this is clearly the best one I‘ve had so far.",4.75
Barrel-Aged Malevolence Chocolate Caliente,"22 oz bomber (2015)A- Pours pitch black with a thin mocha colored head. Minimal lacing throughout.S- Dark chocolate comes through immediately with undertones of vanilla. There is a light undercurrent of cinnamon wafting in the background. I take an extra strength whiff (for science) and only then can I start picking up some stale, oxidation characteristics. It is nearly imperceptible and has no real impact.T- Following closely from the nose, the flavor starts off with smooth dark chocolate dominating at first, with the vanilla providing ample support. As the beer warms to room temperature, the cinnamon starts its move from the periphery to becoming a more integral component. Cinnamon is something which can easily be off putting to me in larger doses but here it is well integrated and nicely complements the stronger chocolate and vanilla flavors. No perceptible heat or spiciness to me from the chile peppers. It's quite possible this aspect has faded over time. I do think there are some remnants adding to the total flavor profile but I'm just not able to easily pick them out. The only slight knock I can give is that the barrel characteristics are minimal.M - Slightly oily with a medium body. Carbonation (medium) has held up quite well.O - For whatever reason, I had low expectations going in for this beer after being cellared for six years. However, it has held up remarkably well in that time. I regrettably did not have this beer when it was released so cannot give any comparison. On its own, it's a delicious beer.",4.91
Barrel-Aged Malevolence Chocolate Caliente,"I received a can from @FBarber in a BIF. Canned on 1/29/2020. Poured into a snulip glass. I took it out of the fridge about 2 hours before pouring, then put it back in about 15 minutes before pouring. It pours a very dark walnut - approaching black. The medium mocha head dissipated very quickly, a sign of the alcohol content. Lots of raisin on the nose, along with roasted malt, chocolate, a whiff of freshly-brewed coffee, and earthy charred nuts. You can also readily smell the bourbon barrel. This is right in my wheelhouse taste-wise. It opens with bakers chocolate and coffee but the raisin has carried over, as well. There are also notes of caramel and earthy char, and the caliente pepper adds heat. The bourbon barrel is strong but not distractingly so. As the glass warms, I think the chocolate is stronger and a bit sweeter and the pepper hotter. The feel is viscous and creamy with lite carbonation and there's no avoiding the 14% ABV. The 12 oz. format is appropriate. Overall, this is a superb example of RIS - my favorite style, and it richly deserves its World-Class rating. I really like the combination of the chocolate malts and dark fruit.",4.48
PNC Imperial Buckwheat Stout,2013 at Toronado in 2014,4.59
PNC Imperial Buckwheat Stout,"Received a bottle in a trade 12-6-22. 2021 bottling date consumed 6-15-23. ABV is 13.3%Beer poured black with a pretty nice tan head that dissipated quickly.Nose is very nice with roasted malts dominating and giving notes of bourbon, vanilla, and dark fruit.Taste is awesome! Large heavy roasted malt base gives a touch of boozy heat with notes of vanilla and dark fruit lingering in the background. Finishes perfectly balanced with the heavy roast and barrels the large malt base.Mouthfeel is full bodied, chewy, and smooth.Overall an amazing brew with a very nice price point!",4.33
PNC Imperial Buckwheat Stout,"2021 vintage. Love the boxed presentation, as always.Popped the top, poured down the center of a FW snifter.Deep dark, xlnt beige foam that laced down with each sip.Tequila barrel right up front, then chocolate, a bit of pepper, light molasses. Quite aromatic!Taste is chocolaty at first, then piloncillo, vanilla, good alcohol burn. On the tongue, the tequilla barrel leaves a quick impression, then brandy and bourbon bring it all together. Great long finish, not overly sweet.Full mouthfeel, medium carb.Overall: Another winner from Firestone Walker's incredible barrel program.",4.51
PNC Imperial Buckwheat Stout,"2021 version tasted on tap at the Propagator May 15, 2022. Subtle tequila on the nose. Creamy and....just excellent.",4.5
